rodDer-X,rodDer-Y,rodDer-Z,rodIzq-X,rodIzq-Y,rodIzq-Z,tobDer-Y,tobDer-X,tobDer-Z,tobIzq-X,tobIzq-Y,tobIzq-Z,pecho-X,pecho-Y,caso
3.767578125,3.66015625,4.138671875,3.787109375,3.743164063,4.016601563,3.401367188,4.075195313,3.93359375,3.684570313,3.69921875,4.026367188,3.567382813,3.748046875,control
4.119140625,3.752929688,3.918945313,3.743164063,4.314453125,3.93359375,3.58203125,4.084960938,4.221679688,3.459960938,3.635742188,3.796875,3.62109375,3.684570313,control
3.743164063,3.723632813,3.977539063,3.254882813,3.3671875,3.840820313,3.66015625,3.752929688,4.08984375,3.948242188,3.577148438,3.9921875,3.459960938,3.694335938,control
3.489257813,3.7578125,3.967773438,3.635742188,3.728515625,4.026367188,3.704101563,3.860351563,3.943359375,3.708984375,3.708984375,4.099609375,3.5234375,3.752929688,control
3.328125,3.54296875,4.075195313,3.645507813,3.948242188,3.73828125,3.723632813,3.826171875,4.01171875,3.518554688,3.689453125,4.045898438,3.611328125,3.743164063,control
3.73828125,3.787109375,4.065429688,3.713867188,4.16796875,3.982421875,3.73828125,3.845703125,4.583007813,3.71875,3.704101563,4.016601563,3.577148438,3.71875,control
3.616210938,3.694335938,4.006835938,3.7578125,3.85546875,4.299804688,3.684570313,3.77734375,4.099609375,4.587890625,4.211914063,4.138671875,3.552734375,3.704101563,control
3.435546875,3.762695313,4.001953125,3.669921875,3.708984375,4.006835938,3.6796875,3.845703125,3.909179688,3.733398438,3.71875,4.021484375,3.572265625,3.743164063,control
3.708984375,3.806640625,4.426757813,3.801757813,4.280273438,3.772460938,3.748046875,3.811523438,4.075195313,3.337890625,3.728515625,3.928710938,3.640625,3.674804688,control
3.71875,3.728515625,4.01171875,3.572265625,3.767578125,4.006835938,3.69921875,3.796875,4.114257813,3.69921875,3.748046875,4.016601563,3.577148438,3.694335938,control
3.46484375,3.66015625,3.977539063,3.655273438,3.669921875,4.041015625,3.245117188,3.9921875,4.255859375,3.6796875,3.704101563,4.08984375,3.640625,3.6796875,control
3.596679688,3.796875,4.021484375,3.630859375,3.762695313,3.97265625,3.704101563,3.767578125,4.0703125,3.840820313,3.650390625,4.026367188,3.630859375,3.723632813,control
3.904296875,3.713867188,4.084960938,3.6796875,3.71875,4.021484375,3.640625,4.026367188,3.840820313,3.684570313,3.655273438,4.016601563,3.54296875,3.728515625,control
3.577148438,3.66015625,3.997070313,3.640625,3.743164063,4.163085938,4.08984375,3.293945313,4.006835938,3.596679688,3.704101563,4.592773438,3.611328125,3.635742188,control
3.50390625,3.752929688,3.962890625,3.665039063,3.71875,4.060546875,3.669921875,3.845703125,4.158203125,3.71875,3.611328125,4.109375,3.528320313,3.762695313,control
3.674804688,3.743164063,4.045898438,3.635742188,4.084960938,3.904296875,3.733398438,3.767578125,4.319335938,3.62109375,3.694335938,4.016601563,3.606445313,3.689453125,control
3.455078125,3.640625,3.831054688,3.635742188,3.71875,4.124023438,3.7578125,3.7578125,4.797851563,3.674804688,3.616210938,4.431640625,3.572265625,3.611328125,control
3.655273438,3.704101563,4.041015625,3.669921875,3.884765625,3.791992188,3.674804688,3.821289063,4.041015625,3.533203125,3.684570313,4.294921875,3.635742188,3.728515625,control
3.752929688,3.728515625,4.075195313,3.821289063,3.987304688,4.133789063,3.645507813,4.143554688,4.353515625,3.708984375,3.713867188,4.016601563,3.572265625,3.713867188,control
3.42578125,3.811523438,4.080078125,3.58203125,3.547851563,4.314453125,3.987304688,3.293945313,3.845703125,3.772460938,3.674804688,3.948242188,3.596679688,3.6796875,control
3.953125,4.05078125,4.197265625,3.982421875,3.943359375,3.762695313,3.806640625,3.879882813,4.114257813,3.533203125,3.665039063,3.987304688,3.625976563,3.723632813,control
3.645507813,3.733398438,4.0703125,3.89453125,4.221679688,3.962890625,3.674804688,3.787109375,4.3046875,3.69921875,3.733398438,4.021484375,3.572265625,3.704101563,control
3.5234375,3.669921875,3.860351563,3.66015625,3.669921875,4.124023438,3.596679688,3.923828125,5.1640625,3.674804688,3.596679688,4.504882813,3.616210938,3.640625,control
3.66015625,3.71875,3.9921875,3.704101563,3.938476563,3.826171875,3.669921875,3.772460938,4.055664063,3.743164063,3.689453125,4.338867188,3.640625,3.713867188,control
3.674804688,3.69921875,4.041015625,4.124023438,3.97265625,4.12890625,3.728515625,3.782226563,4.236328125,3.674804688,3.713867188,4.021484375,3.538085938,3.728515625,control
3.538085938,3.733398438,3.953125,3.650390625,3.782226563,4.036132813,3.674804688,3.728515625,4.216796875,3.723632813,3.826171875,4.172851563,3.54296875,3.704101563,control
3.713867188,3.69921875,4.03125,3.81640625,3.953125,3.870117188,3.645507813,3.762695313,4.041015625,3.596679688,3.337890625,4.275390625,3.591796875,3.69921875,control
3.728515625,3.791992188,3.977539063,3.674804688,3.748046875,4.006835938,3.684570313,3.665039063,4.065429688,3.684570313,3.728515625,4.01171875,3.54296875,3.752929688,control
3.743164063,3.713867188,4.03125,3.704101563,3.831054688,4.006835938,3.669921875,3.772460938,4.045898438,3.743164063,3.787109375,4.055664063,3.62109375,3.728515625,control
3.752929688,3.665039063,4.021484375,3.967773438,4.158203125,3.879882813,3.689453125,3.669921875,4.192382813,3.7578125,3.586914063,3.987304688,3.557617188,3.577148438,ataxia
3.611328125,3.728515625,3.977539063,3.748046875,3.694335938,4.03125,3.630859375,3.767578125,4.0703125,3.743164063,3.606445313,4.036132813,3.494140625,3.616210938,ataxia
4.1484375,3.73828125,3.9921875,3.904296875,3.767578125,4.036132813,3.713867188,3.733398438,4.045898438,3.728515625,3.665039063,3.884765625,3.552734375,3.640625,ataxia
3.767578125,3.684570313,3.977539063,3.962890625,3.953125,4.041015625,3.640625,3.704101563,4.265625,3.704101563,3.577148438,3.997070313,3.54296875,3.591796875,ataxia
3.54296875,3.713867188,3.909179688,3.6796875,3.684570313,4.026367188,3.591796875,3.748046875,4.329101563,3.77734375,3.435546875,4.2265625,3.499023438,3.533203125,ataxia
3.752929688,3.704101563,4.001953125,3.767578125,3.73828125,3.89453125,3.625976563,3.728515625,4.065429688,3.840820313,3.494140625,4.114257813,3.577148438,3.62109375,ataxia
3.752929688,3.71875,4.001953125,3.97265625,3.772460938,4.133789063,3.669921875,3.650390625,4.270507813,3.713867188,3.567382813,3.987304688,3.572265625,3.62109375,ataxia
3.567382813,3.708984375,3.918945313,3.762695313,3.821289063,4.114257813,3.533203125,3.616210938,4.504882813,3.723632813,3.513671875,4.211914063,3.689453125,3.62109375,ataxia
3.69921875,3.640625,4.026367188,3.762695313,3.748046875,3.967773438,3.625976563,3.704101563,4.0703125,4.080078125,3.630859375,3.928710938,3.591796875,3.645507813,ataxia
3.928710938,3.918945313,4.055664063,3.611328125,3.669921875,3.982421875,3.484375,3.71875,3.801757813,3.762695313,3.596679688,3.997070313,3.577148438,3.62109375,ataxia
4.475585938,4.329101563,4.01171875,3.85546875,3.791992188,3.982421875,3.459960938,3.650390625,4.016601563,3.611328125,3.655273438,3.909179688,3.557617188,3.650390625,ataxia
3.762695313,3.669921875,4.016601563,4.348632813,3.6015625,4.026367188,3.665039063,3.650390625,4.319335938,3.650390625,3.538085938,3.997070313,3.572265625,3.6015625,ataxia
3.694335938,3.694335938,4.01171875,3.806640625,3.69921875,4.055664063,3.62109375,3.708984375,4.060546875,4.265625,3.450195313,3.987304688,3.591796875,3.6015625,ataxia
3.73828125,3.723632813,3.938476563,3.625976563,3.689453125,4.045898438,3.748046875,3.840820313,4.05078125,3.723632813,3.58203125,4.05078125,3.650390625,3.5234375,ataxia
3.69921875,3.762695313,3.982421875,3.796875,3.743164063,4.041015625,3.640625,3.723632813,4.075195313,3.577148438,4.001953125,4.016601563,3.577148438,3.630859375,ataxia
3.723632813,3.665039063,4.001953125,3.772460938,3.66015625,4.021484375,3.640625,3.689453125,4.080078125,3.71875,3.6796875,4.006835938,3.5625,3.674804688,ataxia
3.77734375,3.591796875,4.021484375,3.762695313,3.743164063,4.006835938,3.533203125,3.958007813,4.509765625,3.69921875,3.5625,4.021484375,3.596679688,3.650390625,ataxia
3.713867188,3.791992188,4.006835938,3.674804688,3.71875,4.016601563,3.66015625,3.557617188,4.036132813,3.694335938,3.54296875,3.987304688,3.489257813,3.6015625,ataxia
3.708984375,3.73828125,4.03125,3.708984375,3.743164063,4.03125,3.616210938,4.060546875,4.026367188,3.6796875,3.572265625,4.01171875,3.5234375,3.645507813,ataxia
3.782226563,3.704101563,4.01171875,3.591796875,3.85546875,4.01171875,3.635742188,3.704101563,4.060546875,3.752929688,3.640625,4.01171875,3.5625,3.66015625,ataxia
3.743164063,3.73828125,3.928710938,3.762695313,3.71875,4.021484375,3.7578125,3.665039063,4.270507813,3.728515625,3.577148438,4.001953125,3.567382813,3.640625,ataxia
3.625976563,3.723632813,3.962890625,3.684570313,3.694335938,4.01171875,3.674804688,3.54296875,4.197265625,3.801757813,3.674804688,4.114257813,3.572265625,3.606445313,ataxia
3.669921875,3.665039063,4.016601563,3.821289063,3.77734375,3.870117188,3.62109375,3.762695313,4.055664063,3.8359375,3.455078125,4.114257813,3.62109375,3.591796875,ataxia
3.89453125,3.948242188,4.084960938,3.723632813,3.73828125,4.006835938,3.640625,3.6796875,4.041015625,3.7578125,3.586914063,3.997070313,3.596679688,3.625976563,ataxia
4.275390625,4.036132813,3.987304688,3.71875,3.787109375,4.01171875,3.733398438,3.557617188,4.001953125,3.611328125,3.62109375,3.831054688,3.567382813,3.630859375,ataxia
3.762695313,3.694335938,4.016601563,3.7578125,3.791992188,3.879882813,3.62109375,3.71875,4.075195313,4.01171875,3.723632813,3.923828125,3.54296875,3.54296875,ataxia
3.772460938,3.66015625,4.021484375,3.538085938,3.577148438,3.909179688,3.694335938,3.669921875,4.211914063,3.884765625,3.401367188,4.001953125,3.538085938,3.58203125,ataxia
3.552734375,3.71875,4.114257813,3.831054688,3.71875,4.041015625,3.713867188,3.806640625,3.879882813,3.752929688,3.533203125,4.036132813,3.5234375,3.616210938,ataxia
3.235351563,4.333984375,4.12890625,3.962890625,3.840820313,3.938476563,3.62109375,3.694335938,4.080078125,3.674804688,3.650390625,3.875,3.533203125,3.655273438,ataxia
3.752929688,3.665039063,4.021484375,3.518554688,3.630859375,3.9921875,3.606445313,3.669921875,4.109375,2.537109375,4.12890625,3.904296875,3.489257813,3.567382813,ataxia
3.572265625,3.723632813,3.9921875,3.684570313,3.66015625,4.045898438,3.665039063,3.791992188,4.060546875,3.77734375,3.655273438,4.143554688,3.572265625,3.567382813,ataxia
3.606445313,3.674804688,4.01171875,3.845703125,3.806640625,3.81640625,3.6015625,3.69921875,4.065429688,3.81640625,3.567382813,4.16796875,3.5625,3.645507813,ataxia
3.831054688,3.694335938,4.12890625,3.635742188,3.728515625,4.0703125,3.6015625,3.743164063,4.197265625,3.733398438,3.577148438,3.997070313,3.62109375,3.616210938,ataxia
3.484375,3.713867188,4.01171875,3.674804688,3.669921875,4.163085938,3.879882813,2.859375,4.163085938,3.918945313,3.5234375,3.997070313,3.577148438,3.58203125,ataxia
3.689453125,3.723632813,4.055664063,3.845703125,3.669921875,4.0703125,3.733398438,3.787109375,4.255859375,3.733398438,3.547851563,4.001953125,3.596679688,3.630859375,ataxia
3.54296875,3.71875,3.943359375,3.645507813,3.6796875,4.041015625,3.6015625,3.762695313,4.20703125,3.743164063,3.567382813,4.026367188,3.538085938,3.640625,ataxia
3.728515625,3.577148438,4.514648438,3.962890625,3.586914063,4.177734375,3.513671875,4.231445313,4.065429688,3.948242188,3.58203125,3.743164063,3.552734375,3.655273438,ataxia
3.708984375,3.708984375,4.006835938,3.591796875,3.909179688,4.0703125,3.645507813,3.728515625,4.05078125,3.743164063,3.650390625,4.016601563,3.596679688,3.586914063,ataxia
3.557617188,3.748046875,3.938476563,3.69921875,3.743164063,4.041015625,4.036132813,3.8359375,3.987304688,3.73828125,3.635742188,4.119140625,3.6015625,3.625976563,ataxia
3.689453125,3.689453125,3.982421875,4.24609375,3.860351563,4.041015625,3.630859375,3.723632813,4.075195313,3.723632813,3.635742188,4.006835938,3.591796875,3.616210938,ataxia
3.708984375,3.69921875,4.03125,3.831054688,3.811523438,3.97265625,3.630859375,3.6796875,4.055664063,3.772460938,3.640625,3.918945313,3.572265625,3.606445313,ataxia
3.596679688,3.435546875,4.075195313,4.060546875,3.665039063,4.016601563,3.611328125,3.625976563,4.041015625,3.762695313,3.586914063,3.9921875,3.5625,3.625976563,ataxia
3.85546875,3.743164063,4.114257813,3.81640625,3.782226563,4.001953125,3.591796875,3.865234375,3.958007813,3.73828125,3.625976563,4.006835938,3.499023438,3.66015625,ataxia
3.528320313,3.7578125,4.084960938,3.904296875,3.796875,3.958007813,3.645507813,3.689453125,4.065429688,3.713867188,3.547851563,3.928710938,3.58203125,3.625976563,ataxia
3.66015625,3.787109375,3.938476563,3.5625,3.7578125,4.01171875,3.850585938,3.69921875,3.655273438,3.69921875,3.567382813,4.036132813,3.459960938,3.616210938,ataxia
3.723632813,3.50390625,4.094726563,3.865234375,3.806640625,4.470703125,3.66015625,3.728515625,4.060546875,3.684570313,3.611328125,3.9921875,3.479492188,3.586914063,ataxia
3.77734375,3.689453125,4.280273438,3.494140625,3.748046875,4.119140625,3.62109375,3.821289063,4.065429688,3.6796875,3.567382813,3.831054688,3.577148438,3.640625,ataxia
3.635742188,3.6796875,4.01171875,4.158203125,4.255859375,3.860351563,3.708984375,3.674804688,4.192382813,3.665039063,3.533203125,3.9921875,3.572265625,3.596679688,ataxia
3.577148438,3.689453125,3.93359375,3.748046875,3.733398438,4.05078125,3.5234375,3.655273438,4.377929688,3.767578125,3.5234375,4.192382813,3.6015625,3.552734375,ataxia
3.840820313,3.650390625,4.05078125,3.884765625,3.782226563,3.860351563,3.611328125,3.71875,4.060546875,3.743164063,3.586914063,4.119140625,3.557617188,3.640625,ataxia
3.772460938,3.69921875,4.075195313,3.611328125,3.748046875,4.021484375,3.762695313,3.860351563,4.314453125,3.821289063,3.616210938,3.97265625,3.567382813,3.650390625,ataxia
3.66015625,3.811523438,4.001953125,3.499023438,3.850585938,4.119140625,4.3046875,2.922851563,4.216796875,3.948242188,3.640625,3.89453125,3.591796875,3.58203125,ataxia
3.7578125,3.689453125,3.997070313,3.826171875,3.801757813,3.860351563,3.596679688,3.7578125,4.05078125,4.006835938,3.528320313,4.055664063,3.58203125,3.640625,ataxia
3.54296875,3.640625,3.870117188,3.6015625,3.806640625,4.099609375,3.85546875,4.51953125,4.133789063,3.821289063,3.665039063,3.850585938,3.630859375,3.591796875,ataxia
3.767578125,3.655273438,4.006835938,3.845703125,3.791992188,3.811523438,3.62109375,3.684570313,4.060546875,3.953125,3.533203125,4.163085938,3.5625,3.630859375,ataxia
3.9140625,3.9140625,4.133789063,3.713867188,3.762695313,4.001953125,3.713867188,3.767578125,3.772460938,3.782226563,3.596679688,4.01171875,3.58203125,3.606445313,ataxia
3.440429688,3.71875,3.826171875,3.674804688,3.71875,4.036132813,3.708984375,3.66015625,4.568359375,3.723632813,3.640625,4.055664063,3.54296875,3.625976563,ataxia
3.704101563,3.71875,4.036132813,3.89453125,3.782226563,3.860351563,3.62109375,3.71875,4.065429688,3.611328125,3.591796875,3.948242188,3.58203125,3.635742188,ataxia
3.713867188,3.713867188,4.006835938,3.69921875,3.77734375,3.9921875,3.650390625,3.723632813,4.065429688,3.71875,3.591796875,4.01171875,3.54296875,3.635742188,ataxia
3.625976563,3.655273438,4.036132813,3.748046875,3.791992188,3.997070313,3.450195313,3.704101563,4.036132813,3.713867188,3.596679688,4.006835938,3.552734375,3.665039063,ataxia
3.772460938,3.752929688,4.001953125,3.713867188,3.782226563,4.001953125,3.669921875,3.71875,4.065429688,3.69921875,3.611328125,4.006835938,3.567382813,3.6796875,ataxia
3.708984375,3.752929688,4.006835938,3.708984375,3.801757813,4.001953125,3.655273438,3.748046875,4.0703125,3.713867188,3.606445313,4.006835938,3.591796875,3.767578125,ataxia
3.728515625,3.728515625,4.021484375,3.723632813,3.791992188,3.9921875,3.655273438,3.743164063,4.060546875,3.689453125,3.645507813,4.016601563,3.572265625,3.674804688,ataxia
3.782226563,3.733398438,4.006835938,3.73828125,3.787109375,4.001953125,3.665039063,3.73828125,4.060546875,3.69921875,3.6015625,4.01171875,3.547851563,3.611328125,ataxia
3.694335938,3.743164063,4.01171875,3.73828125,3.791992188,4.006835938,3.669921875,3.71875,4.055664063,3.708984375,3.596679688,4.01171875,3.5625,3.586914063,ataxia
3.71875,3.73828125,4.01171875,3.723632813,3.787109375,4.001953125,3.66015625,3.708984375,4.065429688,3.708984375,3.606445313,4.01171875,3.552734375,3.596679688,ataxia
3.708984375,3.723632813,4.016601563,3.733398438,3.791992188,3.997070313,3.650390625,3.69921875,4.065429688,3.704101563,3.611328125,4.01171875,3.5234375,3.611328125,ataxia
3.704101563,3.723632813,4.016601563,3.723632813,3.796875,3.9921875,3.650390625,3.704101563,4.060546875,3.708984375,3.611328125,4.01171875,3.572265625,3.606445313,ataxia
3.704101563,3.723632813,4.021484375,3.73828125,3.801757813,3.9921875,3.650390625,3.704101563,4.065429688,3.708984375,3.611328125,4.01171875,3.538085938,3.596679688,ataxia
3.704101563,3.723632813,4.016601563,3.73828125,3.801757813,3.997070313,3.655273438,3.704101563,4.060546875,3.704101563,3.606445313,4.01171875,3.533203125,3.606445313,ataxia
3.704101563,3.723632813,4.016601563,3.752929688,3.806640625,3.9921875,3.655273438,3.69921875,4.0703125,3.708984375,3.611328125,4.01171875,3.54296875,3.606445313,ataxia
3.694335938,3.723632813,4.016601563,3.879882813,3.420898438,4.016601563,3.655273438,3.704101563,4.060546875,3.694335938,3.611328125,4.006835938,3.533203125,3.596679688,ataxia
3.694335938,3.723632813,4.016601563,3.743164063,3.796875,4.006835938,3.655273438,3.69921875,4.065429688,3.708984375,3.616210938,4.01171875,3.538085938,3.586914063,ataxia
3.694335938,3.723632813,4.016601563,3.73828125,3.826171875,3.977539063,3.665039063,3.69921875,4.0703125,3.708984375,3.430664063,4.006835938,3.533203125,3.596679688,ataxia
3.694335938,3.723632813,4.016601563,3.733398438,3.811523438,3.997070313,3.665039063,3.704101563,4.065429688,3.572265625,3.616210938,4.006835938,3.533203125,3.596679688,ataxia
3.69921875,3.723632813,4.016601563,3.752929688,3.85546875,3.997070313,3.66015625,3.704101563,4.065429688,3.713867188,3.630859375,4.01171875,3.5234375,3.606445313,ataxia
3.689453125,3.723632813,4.016601563,3.743164063,3.850585938,3.982421875,3.66015625,3.704101563,4.065429688,3.704101563,3.635742188,4.01171875,3.528320313,3.616210938,ataxia
3.669921875,3.73828125,4.016601563,3.811523438,3.791992188,3.997070313,3.66015625,3.66015625,4.045898438,3.987304688,3.71875,4.001953125,3.557617188,3.73828125,ataxia
3.7578125,3.66015625,4.094726563,3.821289063,3.752929688,4.006835938,3.528320313,3.611328125,3.865234375,3.689453125,3.567382813,4.001953125,3.54296875,3.73828125,ataxia
3.704101563,3.630859375,4.163085938,3.71875,3.767578125,4.065429688,3.665039063,3.6796875,4.03125,3.71875,3.528320313,4.05078125,3.630859375,3.665039063,ataxia
3.625976563,3.606445313,4.041015625,3.71875,3.752929688,3.9921875,3.62109375,3.708984375,3.967773438,3.694335938,3.5625,4.016601563,3.5234375,3.69921875,ataxia
3.596679688,3.81640625,4.026367188,3.904296875,3.811523438,3.889648438,3.66015625,3.650390625,4.055664063,3.85546875,3.772460938,4.119140625,3.611328125,3.689453125,ataxia
3.6015625,3.73828125,4.01171875,3.748046875,3.81640625,3.982421875,3.69921875,3.665039063,4.05078125,3.665039063,3.58203125,4.021484375,3.635742188,3.6796875,ataxia
3.6796875,3.762695313,4.016601563,3.806640625,3.870117188,4.03125,3.689453125,3.66015625,4.0703125,3.69921875,3.586914063,4.001953125,3.54296875,3.674804688,ataxia
3.66015625,3.791992188,4.001953125,3.674804688,3.787109375,3.9921875,3.77734375,3.640625,4.119140625,3.669921875,3.538085938,4.001953125,3.518554688,3.723632813,ataxia
3.54296875,3.69921875,3.987304688,3.762695313,3.752929688,3.97265625,3.6796875,2.747070313,4.197265625,3.69921875,3.552734375,4.001953125,3.513671875,3.73828125,ataxia
3.66015625,3.708984375,3.982421875,3.811523438,3.787109375,3.987304688,3.81640625,3.552734375,4.12890625,3.723632813,3.557617188,4.05078125,3.533203125,3.71875,ataxia
3.66015625,3.71875,4.01171875,3.831054688,3.8359375,3.782226563,3.674804688,3.640625,4.065429688,3.831054688,3.54296875,4.114257813,3.6015625,3.71875,ataxia
3.630859375,3.748046875,4.036132813,3.977539063,3.77734375,4.041015625,3.650390625,3.6015625,4.138671875,3.655273438,3.508789063,3.9921875,3.518554688,3.689453125,ataxia
3.435546875,3.650390625,3.909179688,3.767578125,3.801757813,4.075195313,3.81640625,3.284179688,4.094726563,3.655273438,3.54296875,4.177734375,3.591796875,3.650390625,ataxia
3.665039063,3.748046875,4.041015625,3.826171875,3.796875,3.943359375,3.728515625,3.650390625,4.094726563,3.89453125,3.694335938,4.133789063,3.577148438,3.7578125,ataxia
3.831054688,3.655273438,3.9921875,3.7578125,3.787109375,3.982421875,3.518554688,3.50390625,4.119140625,3.728515625,3.606445313,4.05078125,3.538085938,3.748046875,ataxia
3.689453125,3.752929688,4.05078125,3.73828125,3.704101563,3.953125,3.630859375,3.694335938,4.24609375,3.6796875,3.54296875,3.997070313,3.567382813,3.704101563,ataxia
3.591796875,3.71875,3.987304688,3.7578125,3.7578125,4.041015625,3.826171875,3.333007813,3.997070313,3.650390625,3.533203125,4.124023438,3.62109375,3.640625,ataxia
3.826171875,3.704101563,4.094726563,3.801757813,3.782226563,3.93359375,3.66015625,4.006835938,3.840820313,3.616210938,3.533203125,4.001953125,3.567382813,3.713867188,ataxia
3.71875,3.684570313,3.97265625,3.713867188,3.831054688,4.099609375,3.674804688,3.34765625,3.977539063,3.689453125,3.401367188,4.1484375,3.6015625,3.640625,ataxia
3.796875,3.5625,4.094726563,3.845703125,3.708984375,3.967773438,3.6015625,3.918945313,3.904296875,3.694335938,3.58203125,4.016601563,3.533203125,3.73828125,ataxia
3.616210938,3.577148438,3.948242188,3.997070313,3.865234375,3.748046875,3.645507813,3.640625,4.060546875,3.767578125,3.572265625,4.036132813,3.567382813,3.713867188,ataxia
3.655273438,3.782226563,4.041015625,4.001953125,3.606445313,3.97265625,3.713867188,3.591796875,4.192382813,3.640625,3.528320313,3.9921875,3.538085938,3.689453125,ataxia
3.748046875,3.689453125,4.026367188,3.845703125,3.821289063,3.89453125,3.650390625,3.640625,4.05078125,3.850585938,3.650390625,4.192382813,3.58203125,3.73828125,ataxia
3.674804688,3.796875,4.05078125,3.728515625,3.767578125,4.001953125,3.684570313,3.528320313,4.20703125,3.684570313,3.5625,3.997070313,3.557617188,3.704101563,ataxia
3.694335938,3.733398438,4.001953125,3.81640625,3.772460938,3.938476563,3.655273438,3.655273438,4.0703125,3.826171875,3.708984375,4.109375,3.572265625,3.73828125,ataxia
3.704101563,3.865234375,4.03125,3.704101563,3.767578125,3.982421875,3.669921875,3.6015625,4.099609375,3.674804688,3.547851563,3.9921875,3.54296875,3.665039063,ataxia
3.474609375,3.69921875,4.065429688,3.791992188,3.787109375,3.987304688,3.640625,3.684570313,4.084960938,3.6796875,3.567382813,4.006835938,3.494140625,3.684570313,ataxia
3.596679688,3.71875,4.016601563,3.953125,3.704101563,3.81640625,3.66015625,3.645507813,4.065429688,3.694335938,3.494140625,3.953125,3.572265625,3.645507813,ataxia
3.762695313,3.791992188,4.021484375,3.616210938,3.826171875,3.982421875,3.6796875,3.6796875,4.05078125,3.69921875,3.557617188,4.016601563,3.479492188,3.704101563,ataxia
3.66015625,3.728515625,4.001953125,3.958007813,3.767578125,3.845703125,3.684570313,3.66015625,4.060546875,3.733398438,3.73828125,3.997070313,3.586914063,3.66015625,ataxia
3.71875,3.767578125,3.997070313,3.596679688,3.7578125,3.958007813,3.689453125,3.66015625,4.060546875,3.69921875,3.54296875,4.16796875,3.616210938,3.733398438,ataxia
3.669921875,3.772460938,4.065429688,3.840820313,3.791992188,4.016601563,3.684570313,3.572265625,4.177734375,3.689453125,3.533203125,3.997070313,3.5234375,3.69921875,ataxia
3.489257813,3.73828125,3.9140625,3.796875,3.831054688,4.01171875,3.733398438,3.416015625,4.109375,3.73828125,3.533203125,4.119140625,3.552734375,3.669921875,ataxia
3.694335938,3.728515625,4.01171875,3.860351563,3.806640625,3.918945313,3.669921875,3.625976563,4.060546875,3.875,3.591796875,4.143554688,3.5625,3.73828125,ataxia
3.6796875,3.7578125,4.05078125,3.791992188,3.787109375,3.982421875,3.640625,3.577148438,4.241210938,3.689453125,3.572265625,3.987304688,3.577148438,3.704101563,ataxia
3.630859375,3.669921875,4.016601563,3.791992188,3.772460938,4.045898438,3.879882813,3.342773438,4.045898438,3.73828125,3.528320313,4.16796875,3.567382813,3.665039063,ataxia
3.708984375,3.73828125,4.055664063,3.850585938,3.77734375,3.958007813,3.650390625,3.645507813,4.075195313,3.923828125,3.6796875,4.177734375,3.5625,3.748046875,ataxia
3.767578125,3.85546875,4.12890625,3.831054688,3.791992188,3.987304688,3.6796875,3.635742188,4.114257813,3.645507813,3.567382813,4.006835938,3.567382813,3.728515625,ataxia
3.791992188,3.845703125,4.182617188,4.03125,3.831054688,3.81640625,3.6796875,3.630859375,4.055664063,3.645507813,3.650390625,3.801757813,3.586914063,3.708984375,ataxia
3.713867188,3.71875,4.026367188,3.616210938,3.826171875,4.060546875,3.655273438,3.630859375,4.114257813,4.084960938,3.733398438,3.948242188,3.572265625,3.640625,ataxia
3.450195313,3.62109375,3.9140625,3.767578125,3.767578125,3.953125,3.435546875,3.455078125,4.138671875,3.733398438,3.567382813,4.041015625,3.552734375,3.748046875,ataxia
3.5625,3.557617188,4.041015625,3.89453125,3.85546875,3.845703125,3.645507813,3.650390625,4.03125,3.821289063,3.58203125,4.1875,3.577148438,3.728515625,ataxia
3.650390625,3.689453125,3.97265625,3.625976563,3.762695313,4.158203125,3.8359375,3.088867188,3.840820313,3.684570313,3.528320313,3.762695313,3.635742188,3.69921875,ataxia
3.723632813,3.762695313,4.001953125,3.572265625,3.8359375,4.3828125,3.689453125,3.586914063,4.109375,3.7578125,3.484375,3.967773438,3.538085938,3.655273438,ataxia
3.494140625,3.6796875,3.958007813,3.782226563,3.787109375,3.967773438,3.533203125,3.508789063,4.094726563,3.71875,3.577148438,4.05078125,3.54296875,3.752929688,ataxia
3.6796875,3.77734375,3.997070313,4.001953125,3.801757813,3.743164063,3.665039063,3.630859375,4.075195313,3.73828125,3.58203125,3.97265625,3.567382813,3.708984375,ataxia
3.440429688,3.650390625,4.05078125,3.791992188,3.801757813,3.9140625,3.655273438,3.62109375,4.060546875,3.71875,3.528320313,3.801757813,3.577148438,3.6796875,ataxia
3.752929688,3.796875,4.026367188,3.752929688,3.840820313,3.9921875,3.684570313,3.655273438,4.055664063,3.66015625,3.577148438,4.01171875,3.591796875,3.713867188,ataxia
3.606445313,3.73828125,4.001953125,3.77734375,3.81640625,3.982421875,3.704101563,3.645507813,4.041015625,3.684570313,3.50390625,3.967773438,3.625976563,3.69921875,ataxia
3.787109375,3.723632813,4.197265625,3.796875,3.811523438,3.9921875,3.899414063,3.821289063,4.314453125,3.71875,3.533203125,4.001953125,3.518554688,3.645507813,ataxia
3.489257813,3.796875,3.943359375,3.8359375,3.77734375,3.9921875,3.743164063,3.591796875,4.021484375,3.752929688,3.567382813,4.055664063,3.625976563,3.674804688,ataxia
3.743164063,3.708984375,4.036132813,3.7578125,3.801757813,3.962890625,3.704101563,3.640625,4.080078125,3.669921875,3.547851563,4.006835938,3.508789063,3.71875,ataxia
