rodDer-X,rodDer-Y,rodDer-Z,rodIzq-X,rodIzq-Y,rodIzq-Z,tobDer-Y,tobDer-X,tobDer-Z,tobIzq-X,tobIzq-Y,tobIzq-Z,pecho-X,pecho-Y,caso
3.733398438,3.684570313,4.026367188,3.577148438,3.748046875,4.12890625,3.655273438,3.77734375,4.114257813,3.669921875,3.6015625,4.036132813,3.606445313,3.752929688,control
3.440429688,3.46484375,4.026367188,3.71875,3.870117188,3.782226563,3.645507813,3.821289063,4.080078125,3.630859375,3.630859375,4.006835938,3.669921875,3.752929688,control
3.791992188,3.689453125,4.041015625,3.30859375,4.041015625,3.821289063,3.684570313,3.787109375,4.143554688,3.787109375,3.635742188,4.036132813,3.538085938,3.77734375,control
3.713867188,3.694335938,4.045898438,3.806640625,3.953125,3.840820313,3.640625,3.801757813,4.041015625,3.767578125,3.552734375,4.412109375,3.669921875,3.782226563,control
3.674804688,3.69921875,4.109375,3.918945313,3.69921875,4.055664063,3.69921875,3.938476563,4.250976563,3.708984375,3.62109375,3.997070313,3.640625,3.772460938,control
3.430664063,3.708984375,3.997070313,3.669921875,3.713867188,4.099609375,3.943359375,3.30859375,4.255859375,3.733398438,3.645507813,4.504882813,3.630859375,3.704101563,control
3.640625,3.611328125,4.065429688,3.8359375,3.987304688,3.879882813,3.62109375,3.811523438,4.045898438,3.791992188,3.26953125,4.211914063,3.62109375,3.767578125,control
3.66015625,3.71875,4.041015625,3.748046875,3.7578125,4.041015625,3.42578125,3.733398438,4.0703125,3.733398438,3.66015625,4.006835938,3.552734375,3.772460938,control
3.767578125,3.850585938,4.001953125,3.723632813,3.787109375,3.9921875,3.674804688,3.73828125,4.05078125,3.708984375,3.586914063,3.8359375,3.655273438,3.748046875,control
3.748046875,3.71875,3.997070313,3.440429688,3.850585938,4.001953125,3.665039063,3.826171875,4.05078125,3.708984375,3.669921875,4.021484375,3.630859375,3.767578125,control
3.606445313,3.674804688,4.01171875,3.6796875,3.694335938,4.016601563,3.684570313,3.89453125,4.03125,3.713867188,3.645507813,4.026367188,3.62109375,3.762695313,control
3.684570313,3.6015625,4.036132813,3.694335938,3.831054688,3.904296875,3.640625,3.801757813,4.041015625,3.689453125,3.572265625,4.045898438,3.66015625,3.772460938,control
3.655273438,3.6796875,4.01171875,3.826171875,3.93359375,4.036132813,3.655273438,3.787109375,4.119140625,3.704101563,3.62109375,4.016601563,3.567382813,3.743164063,control
3.484375,3.723632813,3.948242188,3.713867188,3.7578125,4.016601563,3.665039063,3.8359375,4.202148438,3.73828125,3.650390625,4.021484375,3.635742188,3.811523438,control
3.337890625,3.606445313,4.0703125,3.689453125,3.958007813,3.889648438,3.625976563,3.840820313,4.045898438,3.533203125,3.650390625,4.041015625,3.665039063,3.77734375,control
3.552734375,3.669921875,3.982421875,3.728515625,3.69921875,4.05078125,3.748046875,3.840820313,4.397460938,3.748046875,3.665039063,4.153320313,3.616210938,3.752929688,control
3.787109375,3.669921875,4.006835938,3.71875,3.884765625,3.791992188,3.650390625,3.81640625,4.036132813,3.708984375,3.640625,4.470703125,3.674804688,3.782226563,control
3.767578125,3.762695313,4.16796875,3.821289063,3.674804688,4.055664063,3.71875,4.016601563,4.211914063,3.694335938,3.630859375,4.021484375,3.640625,3.787109375,control
3.528320313,3.69921875,3.982421875,3.752929688,3.752929688,4.045898438,3.704101563,3.831054688,4.333984375,3.728515625,3.655273438,4.080078125,3.635742188,3.81640625,control
3.333007813,3.489257813,4.08984375,3.73828125,3.958007813,3.889648438,3.640625,3.8359375,4.05078125,3.435546875,3.655273438,3.928710938,3.66015625,3.7578125,control
3.73828125,3.689453125,4.016601563,3.645507813,3.977539063,3.97265625,3.674804688,3.791992188,4.143554688,3.684570313,3.635742188,4.006835938,3.606445313,3.77734375,control
3.71875,3.62109375,4.026367188,3.767578125,3.948242188,3.840820313,3.640625,3.811523438,4.041015625,3.71875,3.665039063,4.40234375,3.66015625,3.782226563,control
3.689453125,3.708984375,4.094726563,3.704101563,3.669921875,4.026367188,3.689453125,3.899414063,4.216796875,3.713867188,3.625976563,4.01171875,3.630859375,3.772460938,control
3.572265625,3.640625,4.055664063,3.552734375,3.772460938,4.021484375,4.08984375,3.098632813,4.338867188,3.689453125,3.704101563,3.85546875,3.630859375,3.748046875,control
3.655273438,3.689453125,4.016601563,3.586914063,3.713867188,3.997070313,3.635742188,3.801757813,4.060546875,3.704101563,3.811523438,3.923828125,3.5625,3.77734375,control
3.513671875,3.752929688,3.93359375,3.655273438,3.728515625,4.03125,3.640625,3.918945313,4.143554688,3.713867188,3.66015625,4.03125,3.630859375,3.821289063,control
3.337890625,3.538085938,4.080078125,3.752929688,3.650390625,3.821289063,3.611328125,3.840820313,4.045898438,3.650390625,3.616210938,4.197265625,3.684570313,3.772460938,control
3.73828125,3.733398438,4.021484375,3.787109375,3.97265625,3.89453125,3.650390625,3.806640625,4.036132813,3.875,3.665039063,4.275390625,3.655273438,3.791992188,control
3.831054688,3.81640625,4.133789063,3.611328125,3.630859375,4.036132813,3.533203125,3.962890625,4.138671875,3.69921875,3.62109375,4.016601563,3.625976563,3.7578125,control
3.547851563,3.6796875,3.987304688,3.694335938,3.73828125,4.021484375,3.435546875,3.889648438,4.412109375,3.743164063,3.635742188,4.001953125,3.640625,3.748046875,control
3.71875,3.669921875,4.001953125,3.772460938,3.81640625,3.982421875,3.645507813,3.821289063,4.045898438,3.62109375,3.796875,4.114257813,3.62109375,3.762695313,control
3.416015625,3.752929688,4.109375,3.596679688,3.762695313,3.997070313,3.611328125,3.850585938,4.041015625,3.884765625,3.552734375,4.045898438,3.655273438,3.728515625,control
3.6796875,3.689453125,4.016601563,3.650390625,3.796875,4.026367188,3.640625,3.801757813,4.045898438,3.650390625,3.689453125,3.997070313,3.650390625,3.73828125,control
3.684570313,3.694335938,4.016601563,3.489257813,3.708984375,3.977539063,3.669921875,3.821289063,4.041015625,3.69921875,3.689453125,4.021484375,3.572265625,3.782226563,control
3.674804688,3.743164063,3.977539063,3.650390625,3.665039063,4.045898438,3.684570313,3.796875,4.119140625,3.728515625,3.684570313,4.2265625,3.625976563,3.728515625,control
3.704101563,3.655273438,4.03125,3.767578125,3.840820313,3.953125,3.655273438,3.801757813,4.045898438,3.909179688,3.38671875,3.962890625,3.669921875,3.7578125,control
3.596679688,3.748046875,4.01171875,3.752929688,3.7578125,4.026367188,3.674804688,3.811523438,4.01171875,3.71875,3.665039063,4.021484375,3.596679688,3.791992188,control
3.69921875,3.723632813,4.041015625,3.650390625,3.71875,4.026367188,3.899414063,3.796875,3.987304688,3.733398438,3.665039063,4.153320313,3.713867188,3.704101563,control
3.640625,3.6796875,4.021484375,3.728515625,3.728515625,4.026367188,3.66015625,3.806640625,4.045898438,3.508789063,3.909179688,4.026367188,3.591796875,3.728515625,control
3.655273438,3.7578125,3.987304688,3.752929688,3.796875,4.03125,3.62109375,3.748046875,4.055664063,3.733398438,3.655273438,4.016601563,3.572265625,3.752929688,control
3.591796875,3.81640625,4.021484375,3.69921875,3.782226563,4.01171875,3.689453125,3.8359375,4.060546875,3.71875,3.684570313,4.0703125,3.557617188,3.796875,control
3.66015625,3.728515625,4.006835938,3.69921875,3.791992188,4.006835938,3.684570313,3.821289063,4.041015625,3.69921875,3.66015625,4.016601563,3.591796875,3.752929688,control
3.411132813,3.831054688,4.036132813,3.684570313,3.977539063,3.713867188,3.640625,3.77734375,4.065429688,3.77734375,3.875,4.397460938,3.62109375,3.743164063,control
3.396484375,3.826171875,4.0703125,3.645507813,3.723632813,4.001953125,3.650390625,3.831054688,3.845703125,3.713867188,3.713867188,4.036132813,3.567382813,3.762695313,control
4.143554688,3.733398438,4.03125,3.889648438,4.221679688,3.860351563,3.5625,3.875,3.987304688,3.538085938,3.69921875,3.879882813,3.630859375,3.708984375,control
3.962890625,3.791992188,4.20703125,3.674804688,3.806640625,4.006835938,3.674804688,3.909179688,3.796875,3.723632813,3.733398438,4.104492188,3.547851563,3.73828125,control
3.50390625,3.71875,4.099609375,3.782226563,3.943359375,3.811523438,3.66015625,3.791992188,4.045898438,3.66015625,3.586914063,4.28515625,3.606445313,3.689453125,control
3.752929688,3.748046875,4.03125,3.767578125,3.796875,4.045898438,3.684570313,3.772460938,4.05078125,3.665039063,3.689453125,4.021484375,3.528320313,3.743164063,control
3.689453125,3.6796875,4.006835938,3.6796875,3.71875,4.041015625,3.708984375,3.787109375,3.967773438,3.684570313,3.73828125,4.021484375,3.557617188,3.71875,control
3.728515625,3.713867188,4.016601563,3.752929688,3.904296875,3.938476563,3.66015625,3.791992188,4.05078125,3.616210938,3.5234375,3.928710938,3.635742188,3.708984375,control
3.713867188,3.713867188,4.03125,3.547851563,3.440429688,4.041015625,3.665039063,3.772460938,4.060546875,3.796875,3.650390625,4.05078125,3.572265625,3.71875,control
3.6015625,3.782226563,4.143554688,3.640625,3.728515625,4.006835938,3.767578125,3.97265625,3.831054688,3.684570313,3.723632813,4.045898438,3.552734375,3.728515625,control
3.791992188,3.811523438,4.084960938,3.640625,3.93359375,3.81640625,3.733398438,3.845703125,4.021484375,3.630859375,3.684570313,4.211914063,3.635742188,3.743164063,control
3.73828125,3.728515625,4.143554688,3.791992188,3.821289063,4.036132813,3.733398438,4.065429688,4.470703125,3.674804688,3.704101563,4.021484375,3.5625,3.71875,control
3.42578125,3.71875,3.821289063,3.66015625,3.69921875,4.1484375,3.71875,3.889648438,4.504882813,3.635742188,3.728515625,4.524414063,3.547851563,3.635742188,control
3.640625,3.674804688,4.055664063,3.73828125,3.928710938,3.733398438,3.6796875,3.7578125,4.065429688,3.645507813,3.665039063,4.3828125,3.630859375,3.723632813,control
3.6796875,3.73828125,4.163085938,3.293945313,3.669921875,4.021484375,3.533203125,4.03125,4.377929688,3.713867188,3.708984375,4.006835938,3.572265625,3.713867188,control
3.6796875,3.982421875,3.81640625,3.293945313,3.879882813,3.977539063,3.635742188,3.489257813,4.397460938,3.416015625,3.62109375,3.7578125,3.611328125,3.689453125,control
3.748046875,3.713867188,4.001953125,3.298828125,3.372070313,3.889648438,3.66015625,3.7578125,4.119140625,3.704101563,3.401367188,3.938476563,3.46484375,3.694335938,control
3.420898438,3.73828125,3.97265625,3.694335938,3.733398438,4.006835938,3.62109375,3.845703125,3.923828125,3.728515625,3.723632813,4.075195313,3.528320313,3.748046875,control
3.689453125,3.767578125,4.060546875,3.73828125,3.93359375,3.762695313,3.806640625,3.7578125,4.05078125,3.547851563,3.694335938,4.026367188,3.62109375,3.743164063,control
3.73828125,3.704101563,3.987304688,3.728515625,3.62109375,4.163085938,3.674804688,3.787109375,4.075195313,4.622070313,3.240234375,4.075195313,3.567382813,3.723632813,control
3.411132813,3.772460938,4.05078125,3.635742188,3.71875,4.016601563,3.645507813,3.831054688,3.870117188,3.728515625,3.704101563,4.08984375,3.533203125,3.762695313,control
3.655273438,3.708984375,4.03125,3.762695313,3.987304688,3.845703125,3.713867188,3.801757813,4.231445313,3.723632813,3.684570313,4.016601563,3.557617188,3.713867188,control
3.567382813,3.665039063,3.958007813,3.69921875,3.7578125,4.01171875,3.611328125,3.840820313,4.426757813,3.767578125,3.748046875,4.016601563,3.54296875,3.73828125,control
3.73828125,3.723632813,4.001953125,3.66015625,3.796875,4.03125,3.689453125,3.806640625,4.060546875,3.655273438,3.796875,4.0703125,3.616210938,3.704101563,control
3.77734375,3.689453125,4.01171875,3.73828125,3.787109375,4.021484375,3.323242188,3.953125,4.03125,3.708984375,3.6796875,4.016601563,3.547851563,3.733398438,control
3.611328125,3.69921875,4.026367188,3.674804688,3.845703125,3.850585938,3.6796875,3.762695313,4.041015625,3.6015625,3.733398438,4.158203125,3.635742188,3.73828125,control
3.62109375,3.713867188,4.084960938,4.006835938,3.948242188,4.099609375,3.767578125,3.879882813,4.338867188,3.6796875,3.704101563,4.021484375,3.5625,3.713867188,control
3.723632813,3.713867188,4.001953125,3.733398438,3.89453125,3.948242188,3.669921875,3.796875,4.041015625,4.001953125,3.826171875,3.958007813,3.62109375,3.723632813,control
3.928710938,3.694335938,4.221679688,3.743164063,3.772460938,4.001953125,3.552734375,3.630859375,3.801757813,3.69921875,3.694335938,4.01171875,3.567382813,3.748046875,control
4.045898438,3.733398438,3.962890625,3.342773438,3.7578125,3.948242188,3.762695313,3.66015625,4.158203125,3.772460938,3.630859375,3.767578125,3.616210938,3.694335938,control
3.767578125,3.71875,4.01171875,3.62109375,3.58203125,4.329101563,3.704101563,3.772460938,4.172851563,3.669921875,3.684570313,4.021484375,3.567382813,3.704101563,control
3.474609375,3.606445313,3.85546875,3.6796875,3.743164063,4.124023438,3.708984375,3.89453125,4.529296875,3.66015625,3.616210938,4.612304688,3.586914063,3.645507813,control
3.689453125,3.71875,4.01171875,3.938476563,4.065429688,3.77734375,3.66015625,3.7578125,4.041015625,3.806640625,3.831054688,4.475585938,3.630859375,3.708984375,control
3.928710938,3.708984375,4.119140625,3.616210938,3.801757813,4.006835938,3.552734375,4.006835938,3.821289063,3.694335938,3.704101563,4.021484375,3.5625,3.723632813,control
4.177734375,3.879882813,4.158203125,3.616210938,3.796875,4.026367188,3.533203125,4.16796875,3.889648438,3.71875,3.704101563,4.01171875,3.577148438,3.708984375,control
3.376953125,3.743164063,3.904296875,3.62109375,3.674804688,4.143554688,3.577148438,3.752929688,4.431640625,3.689453125,3.674804688,4.651367188,3.58203125,3.6015625,control
3.611328125,3.694335938,4.036132813,3.723632813,3.928710938,3.748046875,3.66015625,3.791992188,4.041015625,3.723632813,3.752929688,4.578125,3.630859375,3.728515625,control
3.674804688,3.7578125,4.0703125,4.309570313,4.099609375,4.060546875,3.728515625,3.928710938,4.416992188,3.71875,3.713867188,4.016601563,3.577148438,3.69921875,control
3.50390625,3.708984375,3.884765625,3.704101563,3.762695313,4.036132813,3.650390625,3.9140625,4.578125,3.7578125,3.728515625,4.1875,3.567382813,3.713867188,control
3.5234375,3.728515625,4.05078125,3.723632813,3.884765625,3.850585938,3.6796875,3.801757813,4.0703125,3.801757813,3.684570313,4.172851563,3.625976563,3.708984375,control
3.708984375,3.743164063,4.016601563,3.728515625,3.762695313,4.021484375,3.694335938,3.748046875,4.124023438,3.684570313,3.708984375,4.016601563,3.513671875,3.71875,control
3.645507813,3.665039063,4.006835938,3.689453125,3.77734375,4.021484375,3.81640625,3.884765625,3.904296875,3.748046875,3.772460938,4.099609375,3.5625,3.723632813,control
3.752929688,3.669921875,4.045898438,3.704101563,3.918945313,3.9140625,3.655273438,3.77734375,4.05078125,3.782226563,3.3671875,4.099609375,3.606445313,3.694335938,control
3.752929688,3.7578125,3.958007813,3.674804688,3.689453125,4.045898438,3.650390625,3.81640625,4.075195313,3.728515625,3.787109375,4.114257813,3.50390625,3.655273438,control
3.5234375,3.782226563,4.001953125,3.635742188,3.918945313,3.831054688,3.640625,3.796875,4.05078125,3.586914063,3.6796875,3.982421875,3.6015625,3.69921875,control
3.694335938,3.767578125,4.016601563,3.655273438,3.8359375,4.01171875,3.791992188,3.850585938,4.124023438,3.704101563,3.694335938,3.997070313,3.538085938,3.669921875,control
3.293945313,3.71875,4.026367188,3.62109375,3.50390625,4.075195313,3.71875,3.81640625,4.036132813,3.616210938,3.694335938,4.045898438,3.655273438,3.787109375,control
3.69921875,3.655273438,3.918945313,3.645507813,3.723632813,4.158203125,3.650390625,3.528320313,4.275390625,3.6015625,3.713867188,4.63671875,3.586914063,3.630859375,control
3.533203125,3.591796875,4.265625,3.743164063,3.723632813,4.006835938,3.630859375,3.953125,3.806640625,3.704101563,3.743164063,4.05078125,3.538085938,3.71875,control
3.977539063,3.62109375,4.08984375,3.694335938,3.884765625,3.752929688,3.689453125,3.845703125,4.055664063,3.616210938,3.762695313,4.573242188,3.630859375,3.723632813,control
