rodDer-X,rodDer-Y,rodDer-Z,rodIzq-X,rodIzq-Y,rodIzq-Z,tobDer-Y,tobDer-X,tobDer-Z,tobIzq-X,tobIzq-Y,tobIzq-Z,pecho-X,pecho-Y,caso
3.455078125,3.767578125,3.909179688,3.704101563,3.796875,3.9921875,3.704101563,2.200195313,3.938476563,3.796875,3.586914063,4.006835938,3.62109375,3.557617188,1
3.572265625,3.66015625,4.016601563,3.767578125,3.826171875,3.967773438,3.713867188,3.640625,4.060546875,3.655273438,3.586914063,4.01171875,3.479492188,3.733398438,1
3.860351563,3.845703125,4.143554688,3.625976563,3.870117188,4.03125,3.450195313,4.05078125,4.34375,3.704101563,3.611328125,4.01171875,3.640625,3.733398438,0
3.762695313,3.6796875,4.021484375,3.713867188,3.953125,4.021484375,3.655273438,3.826171875,4.197265625,3.69921875,3.640625,4.016601563,3.591796875,3.782226563,0
3.669921875,3.7578125,4.021484375,3.650390625,3.762695313,4.006835938,3.6796875,3.611328125,4.0703125,3.752929688,3.645507813,4.021484375,3.572265625,3.684570313,1
3.450195313,3.665039063,3.953125,3.733398438,3.752929688,4.094726563,3.767578125,3.7578125,4.36328125,3.723632813,3.66015625,4.280273438,3.596679688,3.728515625,0
3.372070313,3.806640625,4.036132813,3.591796875,3.694335938,4.001953125,3.689453125,3.762695313,3.8359375,3.728515625,3.71875,4.055664063,3.567382813,3.7578125,0
3.748046875,3.752929688,4.001953125,3.767578125,3.796875,3.97265625,3.567382813,3.58203125,4.01171875,3.694335938,3.572265625,4.006835938,3.538085938,3.69921875,1
3.684570313,3.743164063,4.006835938,3.713867188,3.81640625,4.109375,3.58203125,3.201171875,4.133789063,3.62109375,3.489257813,4.045898438,3.616210938,3.655273438,1
3.708984375,3.71875,4.016601563,3.728515625,3.796875,3.997070313,3.645507813,3.708984375,4.060546875,3.69921875,3.616210938,4.01171875,3.538085938,3.611328125,1
3.665039063,3.689453125,4.03125,4.709960938,3.547851563,4.094726563,3.723632813,3.704101563,4.255859375,3.694335938,3.596679688,4.006835938,3.538085938,3.6015625,1
3.704101563,3.66015625,4.026367188,3.762695313,3.77734375,3.884765625,3.577148438,3.71875,4.060546875,3.928710938,3.5234375,4.065429688,3.58203125,3.625976563,1
3.69921875,3.6796875,4.045898438,2.91796875,3.645507813,3.796875,3.625976563,3.669921875,4.099609375,3.71875,3.572265625,4.001953125,3.572265625,3.586914063,1
3.733398438,3.665039063,4.036132813,3.708984375,3.694335938,4.036132813,3.665039063,3.73828125,3.899414063,3.728515625,3.586914063,4.006835938,3.528320313,3.611328125,1
3.8359375,3.704101563,3.997070313,3.806640625,3.73828125,4.021484375,3.71875,3.743164063,4.216796875,3.767578125,3.572265625,4.006835938,3.547851563,3.616210938,1
3.655273438,3.704101563,4.006835938,3.748046875,3.796875,4.08984375,3.66015625,3.8359375,4.041015625,4.299804688,3.591796875,3.93359375,3.665039063,3.811523438,0
3.58203125,3.62109375,4.08984375,3.806640625,3.791992188,4.001953125,3.591796875,3.704101563,4.124023438,3.704101563,3.58203125,4.03125,3.538085938,3.733398438,1
3.5625,3.62109375,4.075195313,3.81640625,3.787109375,3.938476563,3.533203125,3.635742188,3.865234375,3.713867188,3.54296875,4.01171875,3.54296875,3.689453125,1
3.513671875,3.73828125,3.904296875,3.708984375,3.782226563,4.084960938,3.645507813,3.870117188,4.133789063,3.694335938,3.860351563,4.319335938,3.54296875,3.645507813,0
3.66015625,3.6796875,4.026367188,3.538085938,3.665039063,4.065429688,3.665039063,3.796875,4.041015625,3.77734375,3.66015625,4.006835938,3.640625,3.762695313,0
3.62109375,3.772460938,4.001953125,3.791992188,3.821289063,3.962890625,3.71875,3.655273438,4.05078125,3.669921875,3.58203125,4.006835938,3.606445313,3.645507813,1
3.645507813,3.71875,4.065429688,3.743164063,4.075195313,3.9140625,3.772460938,3.860351563,4.329101563,3.669921875,3.684570313,4.01171875,3.567382813,3.713867188,0
4.138671875,3.723632813,3.997070313,3.557617188,3.801757813,3.997070313,3.655273438,3.704101563,4.05078125,3.73828125,3.479492188,3.831054688,3.552734375,3.616210938,1
3.899414063,3.733398438,3.958007813,3.655273438,3.899414063,3.879882813,3.508789063,3.6015625,4.065429688,3.342773438,3.77734375,3.850585938,3.630859375,3.743164063,0
3.640625,3.689453125,4.016601563,3.62109375,3.791992188,4.006835938,3.694335938,3.767578125,4.075195313,3.650390625,3.689453125,4.006835938,3.577148438,3.704101563,0
3.674804688,3.708984375,4.021484375,3.611328125,3.870117188,3.831054688,3.689453125,3.606445313,4.138671875,3.723632813,3.5234375,3.987304688,3.538085938,3.66015625,1
3.884765625,3.997070313,4.119140625,3.860351563,3.787109375,4.0703125,3.591796875,3.635742188,4.104492188,3.748046875,3.5625,3.997070313,3.674804688,3.62109375,1
3.499023438,3.669921875,3.889648438,3.674804688,3.723632813,4.12890625,3.694335938,3.669921875,4.348632813,3.6796875,3.577148438,4.260742188,3.62109375,3.62109375,1
3.474609375,3.743164063,3.9140625,3.796875,3.796875,4.060546875,3.85546875,3.411132813,4.119140625,3.733398438,3.5234375,4.172851563,3.54296875,3.674804688,1
3.625976563,3.772460938,4.084960938,3.791992188,3.826171875,3.958007813,3.723632813,3.650390625,4.045898438,3.6796875,3.591796875,4.006835938,3.577148438,3.73828125,1
3.752929688,3.762695313,4.006835938,3.81640625,3.7578125,3.93359375,3.69921875,3.650390625,4.065429688,3.586914063,3.572265625,3.943359375,3.606445313,3.689453125,1
3.772460938,3.728515625,4.001953125,3.586914063,3.791992188,3.958007813,3.640625,3.73828125,4.041015625,3.733398438,3.591796875,4.05078125,3.552734375,3.596679688,1
3.826171875,3.752929688,4.163085938,3.796875,3.796875,4.055664063,3.591796875,3.772460938,3.962890625,3.689453125,3.5625,4.016601563,3.54296875,3.728515625,1
3.674804688,3.723632813,4.016601563,3.806640625,3.762695313,4.036132813,3.66015625,3.69921875,4.065429688,3.708984375,3.606445313,4.01171875,3.533203125,3.591796875,1
3.840820313,3.6796875,4.045898438,3.752929688,3.762695313,4.026367188,3.586914063,3.787109375,3.826171875,3.71875,3.645507813,4.016601563,3.630859375,3.791992188,0
3.655273438,3.694335938,4.01171875,3.791992188,3.89453125,3.93359375,3.635742188,3.81640625,4.055664063,4.2265625,3.66015625,4.001953125,3.650390625,3.811523438,0
3.650390625,3.71875,4.026367188,4.0703125,3.787109375,4.021484375,3.66015625,3.577148438,4.236328125,3.66015625,3.538085938,3.987304688,3.513671875,3.69921875,1
3.953125,3.879882813,4.143554688,3.62109375,3.782226563,4.05078125,3.46484375,4.109375,4.329101563,3.704101563,3.630859375,4.016601563,3.62109375,3.782226563,0
